4256875,equiserre
4545641,Uranzu
4545642,Uranzu
4545646,equiserre
4545650,Verdy_p
4545651,hotelsierra
4545652,equiserre
4717269,Uranzu
4749335,cdavila
5235950,nubarron
6280204,garaolaza
6280207,migonso
6281108,gonzss
7631787,nubarron
7631795,changchun_1
7631798,garaolaza
7631799,Eugenip22
7631800,"""Yo"""
8097702,equiserre
8097756,hicom150
8137323,sanchi
8164654,Eugenip22
8210017,erral
8210018,aytfadc
8210019,aytfadc
8223704,malkavi
22715897,malkavi
22715898,equiserre
22715900,equiserre
22715901,malkavi
22715903,equiserre
22715904,sanchi
22715911,equiserre
22715913,equiserre
22715915,equiserre
22715919,equiserre
22715922,equiserre
22715923,gonzss
22715924,equiserre
22715925,equiserre
22715927,malkavi
22715930,lermin
22779812,MatthieuMartin
22779815,gpesquero
22779817,gpesquero
22779821,malkavi
22941102,equiserre
22941108,mikeltxo
22941109,equiserre
22941110,AnderPijoan
22941111,equiserre
22941112,Cuenqui
22941114,equiserre
22941115,gonzss
22941212,mikeltxo
23658899,equiserre
23658900,migonso
23658927,equiserre
23658929,HoloDuke
23843083,gonzss
23843187,"""Yo"""
23843193,gpesquero
23843227,gpesquero
23843234,ketari
23843306,"""Yo"""
23843342,"""Yo"""
23843414,cronoser
23843419,Uranzu
23843427,"""Yo"""
23843438,gpesquero
23843449,ketari
23843488,gpesquero
23843495,equiserre
23843555,equiserre
23843608,gpesquero
23843619,mikeltxo
23843629,mikeltxo
23843649,gpesquero
23843658,mikeltxo
23843688,mikeltxo
23843699,gpesquero
23843717,Unai Zalakain
23843723,equiserre
23843734,equiserre
23843787,ketari
23843832,equiserre
23843862,gpesquero
23843948,gpesquero
23843966,ketari
23843991,mikeltxo
23843992,ketari
23844025,"""Yo"""
23844028,"""Yo"""
23844062,gpesquero
23846347,equiserre
23847565,equiserre
23847703,Uranzu
23847716,changchun_1
23847727,sanchi
23847755,"""Yo"""
23847767,sanchi
23847792,sanchi
23847800,Uranzu
23847811,Uranzu
23847929,gonzss
23847941,FeJe
23847996,equiserre
23848028,equiserre
23848040,equiserre
23848050,equiserre
23848065,changchun_1
23848104,changchun_1
23848114,changchun_1
23848127,equiserre
23848144,ketari
23888209,equiserre
23888210,changchun_1
23888211,karitotp
23888401,changchun_1
23888402,changchun_1
23888403,changchun_1
23888545,equiserre
23888546,equiserre
23888547,equiserre
23888654,FeJe
23888655,changchun_1
23888699,changchun_1
23889077,ketari
23889245,Txinitox
23892553,gonzss
23892554,Oskarbi
23893526,FeJe
23893528,Eugenip22
23893529,"""Yo"""
23893893,Eugenip22
23899898,malkavi
23902254,Uranzu
23902368,Uranzu
23902393,Uranzu
23902455,Uranzu
23902484,Uranzu
23902511,equiserre
23902583,equiserre
23902877,equiserre
23902996,equiserre
23903044,equiserre
23903073,equiserre
23903086,equiserre
23903121,changchun_1
23903154,Uranzu
23903175,equiserre
23903189,Uranzu
23903197,Uranzu
23903209,Uranzu
23903274,mikeltxo
23903307,magister_ludi
23904956,equiserre
23905020,"""Yo"""
23905055,wheelmap_visitor
23905573,equiserre
23905789,equiserre
23905941,"""Yo"""
23905967,equiserre
23905989,"""Yo"""
23906026,FeJe
23908470,equiserre
23908981,equiserre
23908982,"""Yo"""
23908983,equiserre
23908984,Uranzu
23908985,Uranzu
23908986,equiserre
23908987,equiserre
23909233,ketari
23909234,"""Yo"""
23909235,changchun_1
23909236,equiserre
23909238,equiserre
23909239,equiserre
23909240,changchun_1
23909591,FeJe
23909592,changchun_1
23909593,FeJe
23909594,FeJe
23909595,FeJe
23909709,gonzss
23912266,migonso
23912267,gonzss
23912268,equiserre
23912269,equiserre
23912270,equiserre
23912271,equiserre
23912272,ketari
23912273,equiserre
23912274,equiserre
23913873,equiserre
23913874,equiserre
23913875,FeJe
23915827,equiserre
23915828,equiserre
23915830,equiserre
23915831,equiserre
23915832,ketari
23915833,ketari
23915834,equiserre
23915835,"""Yo"""
23915836,Eugenip22
23915838,ketari
23915839,ketari
23915840,equiserre
23919455,equiserre
23919456,Johan Jönsson
23919457,Johan Jönsson
23919459,equiserre
23919460,sanchi
23919461,migonso
23919462,migonso
23919753,gonzss
23919754,migonso
23919755,migonso
23919756,"""Yo"""
23919757,gonzss
23920623,"""Yo"""
23920624,gonzss
23920625,gonzss
23920627,Oskarbi
23920628,gonzss
23920631,"""Yo"""
23920632,Uranzu
23925078,equiserre
23925079,equiserre
23925080,FeJe
23925081,"""Yo"""
23925082,gonzss
23925083,mikeltxo
23925084,gonzss
23925085,"""Yo"""
23925086,FeJe
23925257,ketari
23925258,changchun_1
23925259,equiserre
23925937,sanchi
23927005,changchun_1
23927006,FeJe
23927007,sanchi
23927008,sanchi
23927009,Alex123
23927128,"""Yo"""
23936978,"""Yo"""
23936979,equiserre
23936980,equiserre
23936981,dannykath
23936982,"""Yo"""
23936983,"""Yo"""
23936984,equiserre
23936985,gonzss
23936987,equiserre
23937260,equiserre
23940244,ketari
23940245,"""Yo"""
23940246,ketari
23940247,migonso
23940248,migonso
23940250,migonso
23940251,migonso
23940252,migonso
23940253,migonso
23940254,migonso
23940255,migonso
23940257,equiserre
23940670,equiserre
23940671,equiserre
23940672,equiserre
23942398,migonso
23942399,equiserre
23942400,migonso
23943172,equiserre
23943416,ketari
23943418,Oskarbi
23943468,gonzss
23945010,equiserre
23945011,equiserre
23945012,ketari
23945013,ketari
23945014,equiserre
23945129,migonso
23945131,equiserre
23947388,changchun_1
23947390,Eugenip22
23947391,cdavila
23947392,Termita
23947644,equiserre
23947649,Alaia
23947651,ketari
23947652,changchun_1
23947653,Davio
23947655,changchun_1
23947656,gonzss
23947657,equiserre
23947658,ketari
23947659,ketari
23947862,ketari
23947863,equiserre
23947864,changchun_1
23947866,equiserre
23947867,equiserre
23947869,ketari
23947871,changchun_1
23951196,equiserre
23951319,migonso
23951424,equiserre
23951425,garaolaza
23951426,equiserre
23951427,mikeltxo
23951428,Kostik
23951429,equiserre
23951430,garaolaza
23951896,migonso
23951897,migonso
23951898,sanchi
23951899,sanchi
23951900,Kostik
23953221,migonso
23953907,"""Yo"""
23953908,mikeltxo
23953909,"""Yo"""
23953910,garaolaza
23953911,migonso
23953913,equiserre
23954271,"""Yo"""
23954272,"""Yo"""
23954273,"""Yo"""
23954274,mikeltxo
23957994,OSMF Redaction Account
23957995,dannykath
23957996,equiserre
23957997,changchun_1
23957998,equiserre
23957999,FeJe
23958081,FeJe
23958082,garaolaza
23958083,OSMF Redaction Account
23958164,cronoser
23960309,equiserre
23960310,equiserre
23960311,gonzss
23960312,FeJe
23960314,migonso
23960427,FeJe
23960428,FeJe
23960429,gonzss
23960491,equiserre
23960492,garaolaza
23960788,gonzss
23960789,Alfre1969
23960790,mikeltxo
23960791,equiserre
23960792,equiserre
23960793,equiserre
23960943,equiserre
23960944,"""Yo"""
23960945,equiserre
23961851,"""Yo"""
23961852,equiserre
23961853,equiserre
23961854,equiserre
23964945,equiserre
23964946,equiserre
23965046,equiserre
23965355,Kostik
23965356,FeJe
23968538,equiserre
23968539,BCNorwich
23968542,erral
23971872,equiserre
23971873,equiserre
23971874,equiserre
23972002,equiserre
23972003,equiserre
23972004,equiserre
23972005,OSMF Redaction Account
23972078,equiserre
23972332,Kostik
23972334,Kostik
23972336,equiserre
23972338,erral
23977695,FeJe
23977696,FeJe
23980426,Kostik
23980428,Kostik
23980430,FeJe
23987626,changchun_1
23987627,equiserre
23987628,equiserre
23987629,equiserre
23987630,equiserre
23987733,Oskarbi
23987734,gonzss
23987881,Txinitox
23987882,changchun_1
23987883,Oskarbi
23987884,equiserre
23988317,cdavila
23988318,cdavila
23988320,nugbe
23988559,magister_ludi
23989113,Uranzu
23989114,Uranzu
23989115,Uranzu
23989116,Uranzu
23989117,Uranzu
23989118,"""Yo"""
23989259,changchun_1
23989260,changchun_1
23989262,changchun_1
23989264,FeJe
23989265,changchun_1
23993069,abel801
23993070,equiserre
23993071,equiserre
23993072,equiserre
23993073,equiserre
23993286,equiserre
23993287,Uranzu
23993288,FeJe
23993289,Oskarbi
23993290,Oskarbi
23993291,Mandragora121
23993292,DinoBambino
23993362,e271
23993363,Paxk
23993364,e271
23993846,equiserre
23993848,equiserre
23993850,equiserre
23994060,equiserre
23999051,OSMF Redaction Account
23999052,equiserre
23999053,ketari
23999054,Mandragora121
24012028,Uranzu
24012030,erral
24012031,Oskarbi
24012033,mor
24012035,equiserre
24012037,mor
24012038,Mandragora121
24012338,mikeltxo
24012339,mikeltxo
24012430,Gibe
24012431,Oskarbi
24012432,"""Yo"""
24012599,Eugenip22
24012600,Eugenip22
24012601,garaolaza
24012602,garaolaza
24012603,garaolaza
24012604,garaolaza
24012605,garaolaza
24012649,brunnen
24012650,mendiak
24012651,calfarome
24012692,garaolaza
24012693,karitotp
24012694,garaolaza
24012695,garaolaza
24013427,gonzss
24013428,sanchi
24019939,equiserre
24019940,Txinitox
24019941,equiserre
24019942,equiserre
24019943,ketari
24020614,equiserre
24020615,equiserre
24020616,BCNorwich
24020617,equiserre
24020618,FeJe
24020619,FeJe
24020620,equiserre
24020621,equiserre
24020622,Kostik
24020623,gonzss
24020624,equiserre
24020625,equiserre
24020626,equiserre
24020628,Kostik
24020629,Kostik
24020744,gonzss
24020745,equiserre
24020746,equiserre
24020747,equiserre
24020748,equiserre
24025258,equiserre
24025259,Kostik
24025260,Kostik
24025263,DinoBambino
24025266,BCNorwich
24025268,FeJe
24025271,garaolaza
24025272,garaolaza
24030074,brunnen
24030075,malkavi
24030076,azurimn
24030077,equiserre
24030078,equiserre
24030079,equiserre
24030080,erral
24030220,azurimn
24030432,Kostik
24030433,Kostik
24030434,equiserre
24030436,erral
24030526,equiserre
24036917,garaolaza
24036918,garaolaza
24036919,mikeltxo
24036920,mikeltxo
24036921,mikeltxo
24036964,OSMF Redaction Account
24037092,equiserre
24037093,afernandez
24037094,equiserre
24037095,equiserre
24043818,equiserre
24043820,nubarron
24044622,"""Yo"""
24044624,lermin
24044627,equiserre
24058847,equiserre
24059101,Eugenip22
24059103,Eugenip22
24059150,"""Yo"""
24059524,equiserre
24059525,mikeltxo
24059527,mendiak
24059529,OSMF Redaction Account
24150635,Imain
24150636,Eugenip22
24150639,Eugenip22
24150641,equiserre
24150643,equiserre
24150644,changchun_1
24150645,OSMF Redaction Account
24150646,ERTY
24150647,changchun_1
24150648,mendiak
24150649,sanchi
24150650,changchun_1
24218351,equiserre
